origin,participant_id,age,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status,Knowledge of software development techniques ,platform: Desktop,platform: Mobile,platform: Web (Back-end),platform: Web (Front-end),platform: WebAssembly,platform: Server / Infrastructure,platform: IoT / Embedded,platform: Classic AUTOSAR ECU,platform: Adaptive AUTOSAR ECU,platform: Consoles (Xbox / PlayStation / Nintendo etc.),platform: Not decided yet (research / proof of concept),platform: I don't develop anything,platform: Other,softwareType: Automotive Chassis,softwareType: Automotive Drive Train,"softwareType: Automated Driving, Driver Assistance",softwareType: Augmented Reality / Virtual Reality,softwareType: Business Intelligence / Data Science / Machine Learning,softwareType: Blockchain,softwareType: Database / Data Storage,softwareType: Education / Training,softwareType: Entertainment / Infotainment,softwareType: Fintech (Finance),softwareType: Games,softwareType: Hardware,softwareType: Home Automation,softwareType: IT Infrastructure,softwareType: Libraries / Frameworks,softwareType: Programming Tools,softwareType: Security,softwareType: System Software (e.g. OS driver),softwareType: Utilities (small apps for small tasks),softwareType: Websites,softwareType: Other,codeSize,teamSize,testLevel: Unit Tests,testLevel: Component Tests,testLevel: Integration Tests,testLevel: System Tests,testLevel: Software in the loop Tests (i),testLevel: Platform in the loop Tests,testLevel: Hardware in the loop Tests,testLevel: Other,testingPractices: Manual testing,testingPractices: Automated testing,testingPractices: Continuous Integration,testingPractices: Regression Testing,testingPractices: Fuzzing,testingPractices: Property based testing,testingPractices: Parameterized tests,testingPractices: Test generation,testingPractices: Other,frequency,severity,consequences: Rerun of failing tests without analyzing the failure,consequences: Rerun of passing tests assuming hidden bugs,consequences: Developer time gets wasted inspecting flaky failures,consequences: Computing power is spent rerunning flaky tests,consequences: Merging pull-requests is harder because this requires a passing test suite,consequences: Delayed releases,otherConsequences: otherConsequences1,otherConsequences: otherConsequences2,otherConsequences: otherConsequences3,rootCause: Making asynchronous calls without waiting for the result properly (thread.sleep),"rootCause: Race conditions, deadlocks or other concurrency related errors",rootCause: Prior test did not cleanup properly after running (i),rootCause: Another test that should run before your test and set up the environment was not executed (successfully) (i),rootCause: Could not acquire resources because of a resource leak (i),rootCause: Remote connection failure (i),rootCause: Local bad socket management,rootCause: Relying on the system time (i),rootCause: Accessing values that were already deleted by the garbage collector or relying on the garbage collector to have already cleaned up,rootCause: Using randomness without accounting for all possible values,rootCause: Rounding errors when using floating-point operations,rootCause: Assuming a specific order when iterating over unordered collections,rootCause: Asserting a too restrictive range (i),rootCause: Single test takes too long (Test case timeout),rootCause: All tests together take too long (Test suite timeout),"rootCause: Relying on a specific platform (e.g. 32/64 bit, Kernel version)",rootCause: The test infrastructure fails to provide a proper environment (e.g. installing dependencies),rootCause: Reading values from uninitialized variables,rootCause: Differences between compilers likeundefined behavior or compiler optimizations,"rootCause: Using random, non-seeded values for testing",rootCause: Unknown Cause,otherRootCauses: otherRootCause1,otherRootCauses: otherRootCause2,otherRootCauses: otherRootCause3,mitigationStrategies: Rerun failing tests,mitigationStrategies: Rerun test in different environment,mitigationStrategies: Shuffle test order,mitigationStrategies: Mark test as flaky (i),mitigationStrategies: Disable test case,mitigationStrategies: Automatically disable tests that show flaky behavior,mitigationStrategies: Automatically file bug report / issue,mitigationStrategies: Automatically detect flaky tests (i),mitigationStrategies: Automatically debug flaky failures (i),mitigationStrategies: Visualize Flakiness (i),mitigationStrategies: Quantify flakiness (i),mitigationStrategies: Encourage developers to fix their flaky tests through incentives or penalties,otherMitigations: otherMitigations1,otherMitigations: otherMitigations2,otherMitigations: otherMitigations3,wishes
global,173,22.0,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,Yes,"Shell scripting, Version control, Debugging, Unit testing",Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,10k - 100k LOC,2 - 5,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A moderate problem,Rarely,Rarely,Very Often,Rarely,Very Often,Sometimes,,,,Sometimes,Always,Rarely,Very Often,Rarely,Rarely,Rarely,Never,Never,Never,Never,Rarely,Rarely,Very Often,Never,Never,Rarely,Never,Never,Never,Sometimes,,,,Rarely,Sometimes,Never,Rarely,Rarely,Rarely,Always,Rarely,Very Often,Very Often,Always,Always,,,,Some funcionality in the IDE that can detect whenever a test has the chance of being flaky.
global,174,37.0,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,No,"Version control, Debugging, Responsive design, Background processing",Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,1k - 10k LOC,Just me,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A moderate problem,Sometimes,Very Often,Very Often,Very Often,Never,Sometimes,,,,Never,Rarely,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Very Often,Never,Very Often,Never,Never,Never,Not answered,,,,Very Often,Very Often,Never,Sometimes,Never,Never,Never,Rarely,Never,Sometimes,Very Often,Never,,,,
global,175,41.0,Costa Rica,United States,Full-Time,Spanish,Costa Rica,Male,No,Database management,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,less than 1k LOC,Just me,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Multiple times per day,A moderate problem,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,,,,Rarely,Rarely,Very Often,Sometimes,Rarely,Very Often,Never,Rarely,Never,Never,Never,Rarely,Rarely,Never,Never,Sometimes,Never,Never,Never,Never,Sometimes,,,,Sometimes,Rarely,Rarely,Very Often,Never,Never,Rarely,Never,Never,Never,Never,Never,,,,
global,176,26.0,Portugal,Portugal,Full-Time,Portuguese,Portugal,Female,No,Functional testing,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,1k - 10k LOC,2 - 5,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Never,Not a problem,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,,,,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,,,,Sometimes,Sometimes,Rarely,Never,Never,Never,Very Often,Never,Never,Never,Never,Never,,,,
global,177,28.0,South Africa,South Africa,Full-Time,DATA EXPIRED,South Africa,Male,Yes,"Cloud computing, Shell scripting, Search technologies, Debugging, Functional testing, Unit testing, Web servers, Database management, UI design, Responsive design, A/B testing, UX, Version control, Monitoring",Checked,Not checked,Checked,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1k - 10k LOC,2 - 5,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Multiple times per day,A moderate problem,Rarely,Sometimes,Very Often,Rarely,Sometimes,Very Often,,,,Sometimes,Very Often,Rarely,Sometimes,Very Often,Sometimes,Sometimes,Rarely,Never,Very Often,Sometimes,Sometimes,Very Often,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Always,Very Often,Very Often,,,,Very Often,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Sometimes,,,,An IDE with a console and debugger
global,178,31.0,United States,United States,Full-Time,English,United States,Male,No,"Version control, A/B testing",Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1k - 10k LOC,Just me,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,A minor problem,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,,,,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Very Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,,,,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,,,,Distribution or variance of flaky results
global,179,33.0,Germany,Germany,Full-Time,German,Germany,Male,No,Unit testing,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10k - 100k LOC,21 - 100,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A moderate problem,Never,Very Often,Sometimes,Sometimes,Very Often,Rarely,,,,Sometimes,Sometimes,Very Often,Very Often,Rarely,Sometimes,Very Often,Rarely,Never,Never,Never,Rarely,Rarely,Sometimes,Very Often,Rarely,Very Often,Rarely,Sometimes,Never,Sometimes,,,,Very Often,Never,Never,Rarely,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,,,,"An automatic detection of flaky tests which then get automatically disabled or set to STATUS ""flaky"" and are run at night seperate from the other tests."
global,180,24.0,Poland,Poland,Part-Time,Polish,Poland,Female,Yes,"Cloud computing, Background processing, Search technologies, Monitoring, Version control, Virtualisation, Functional testing, Debugging, Web servers, Database management",Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1k - 10k LOC,6 - 10,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Weekly,A minor problem,Sometimes,Very Often,Rarely,Sometimes,Rarely,Sometimes,,,,Rarely,Very Often,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Very Often,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Never,,,,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,,,,It would depend on the situation in specific 
global,181,35.0,Spain,Spain,Full-Time,Spanish,Spain,Male,No,Debugging,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1k - 10k LOC,Just me,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A moderate problem,Rarely,Very Often,Sometimes,Sometimes,Sometimes,Rarely,,,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Rarely,Very Often,Never,Rarely,Very Often,Rarely,Never,Never,Very Often,Not answered,,,,Always,Never,Never,Never,Rarely,Never,Never,Never,Never,Very Often,Rarely,Never,,,,better unit test tools
global,182,25.0,Poland,Poland,Full-Time,Polish,Poland,Female,Yes,"Database management, UI design, Unit testing, Web servers, Functional testing, Shell scripting",Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,10k - 100k LOC,2 - 5,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,A minor problem,Rarely,Sometimes,Rarely,Never,Never,Never,Spending a lot of time trying to rewrite the test so that it won't be flaky anymore,,,Very Often,Rarely,Sometimes,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Invalid mocks of some other components,,,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Investigating what is the reason and if the test can be modified not to be flaky,,,I'd like to know if my async tests are properly implemented - sometimes we miss some passing tests which later fail. 
global,183,22.0,Portugal,Portugal,Part-Time,Portuguese,Portugal,Male,Yes,Database management,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1k - 10k LOC,Just me,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A minor problem,Rarely,Rarely,Very Often,Rarely,Never,Sometimes,,,,Sometimes,Sometimes,Never,Very Often,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,,,,Very Often,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,,,,Not sure about there being a tool that can do this. 
global,184,24.0,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,Yes,Cloud computing,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,less than 1k LOC,2 - 5,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Daily,A minor problem,Sometimes,Very Often,Rarely,Sometimes,Sometimes,Rarely,,,,Always,Sometimes,Very Often,Always,Rarely,Very Often,Rarely,Sometimes,Rarely,Very Often,Very Often,Rarely,Rarely,Always,Sometimes,Always,Very Often,Rarely,Rarely,Rarely,Sometimes,,,,Always,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Never,,,,
global,185,23.0,Portugal,Portugal,Full-Time,Portuguese,Portugal,Female,No,"Functional testing, Debugging, Unit testing, UI design, A/B testing, UX, Responsive design",Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,100k - 1M LOC,6 - 10,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,A minor problem,Rarely,Sometimes,Sometimes,Sometimes,Always,Rarely,,,,Very Often,Very Often,Rarely,Very Often,Very Often,Rarely,Rarely,Very Often,Sometimes,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Sometimes,Never,Never,Never,Never,Rarely,,,,Sometimes,Sometimes,Rarely,Never,Never,Never,Always,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,,,,
global,186,30.0,Poland,Poland,Full-Time,Polish,Poland,Male,No,"Monitoring, Virtualisation",Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,10k - 100k LOC,21 - 100,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Multiple times per day,A moderate problem,Very Often,Sometimes,Very Often,Always,Rarely,Sometimes,,,,Always,Very Often,Sometimes,Rarely,Never,Rarely,Sometimes,Very Often,Always,Very Often,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Very Often,Always,Very Often,Sometimes,Rarely,,,,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,,,,
global,187,33.0,Netherlands,Netherlands,Full-Time,Dutch,Netherlands,Male,No,"Unit testing, Functional testing, A/B testing",Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10k - 100k LOC,2 - 5,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Monthly,A minor problem,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,,,,Very Often,Rarely,Sometimes,Sometimes,Never,Rarely,Never,Rarely,Never,Never,Rarely,Never,Never,Sometimes,Rarely,Never,Sometimes,Sometimes,Rarely,Never,Sometimes,,,,Very Often,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Never,Never,Rarely,Sometimes,Sometimes,,,,"I like the visualisation, since we run tests so often, i often miss the bigger picture. Then it will become more clear if it is flaky or just some bad stupid luck with a service being down."
global,188,28.0,Switzerland,Portugal,Full-Time,Portuguese,Portugal,Male,Yes,"Functional testing, Database management, Web servers, Debugging, Monitoring, Background processing, Cloud computing",Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,1k - 10k LOC,2 - 5,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A moderate problem,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,,,,Sometimes,Rarely,Sometimes,Very Often,Sometimes,Rarely,Rarely,Rarely,Sometimes,Very Often,Sometimes,Very Often,Sometimes,Sometimes,Sometimes,Rarely,Very Often,Very Often,Rarely,Very Often,Not answered,,,,Always,Very Often,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,,,,
global,189,23.0,Portugal,Portugal,Part-Time,Portuguese,Portugal,Female,Yes,"A/B testing, Unit testing, Functional testing, Web servers",Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,1k - 10k LOC,2 - 5,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,Not a problem,Sometimes,Sometimes,Rarely,Rarely,Rarely,Never,,,,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,,,,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,,An easy way to identify or flag them 
